City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Beboto,TD,8.2668,16.939,87.66,43,50,3.56,scattered clouds
463,Koslan,RU,63.4564,48.8989,50.29,92,100,8.5,overcast clouds
464,Itambacuri,BR,-18.0311,-41.685,86.56,43,21,5.08,few clouds
465,Tahe,CN,52.3333,124.7333,44.98,98,100,3.09,overcast clouds
466,Axim,GH,4.8699,-2.2405,84.43,69,91,8.95,overcast clouds
467,Hofn,IS,64.2539,-15.2082,48.22,93,90,16.11,overcast clouds
468,Dabat,ET,12.9842,37.765,69.35,24,87,9.69,overcast clouds
469,Nishihara,JP,26.1842,127.7558,76.68,88,75,11.54,broken clouds
470,Limbang,MY,4.75,115.0,78.06,97,88,2.13,overcast clouds
471,Perth,AU,-31.9333,115.8333,63.05,96,75,14.27,broken clouds
472,Harer,ET,9.3094,42.1258,60.98,79,39,8.59,scattered clouds
473,Huilong,CN,31.8111,121.655,72.03,68,100,7.18,overcast clouds
474,Puerto Madryn,AR,-42.7692,-65.0385,47.34,51,100,23.53,overcast clouds
475,Bull Savanna,JM,17.8868,-77.5902,83.25,62,50,7.2,moderate rain
476,Buala,SB,-8.145,159.5921,77.45,89,100,4.81,light rain
477,Rawah,IQ,34.4816,41.9093,90.93,11,0,8.05,clear sky
478,Zhenjiang,CN,32.2092,119.4342,70.81,67,100,7.29,light rain
479,Brownsville,US,25.9018,-97.4975,89.89,68,75,8.01,broken clouds
480,Mogadishu,SO,2.0371,45.3438,79.11,80,91,10.74,overcast clouds
481,Mtimbira,TZ,-8.7833,36.35,68.5,79,56,2.8,broken clouds
482,Mamallapuram,IN,12.6264,80.1722,87.06,75,81,11.43,broken clouds
483,Misratah,LY,32.3754,15.0925,78.71,56,33,22.03,scattered clouds
484,Nuuk,GL,64.1835,-51.7216,43.41,75,20,10.36,few clouds
485,Maldonado,UY,-34.6667,-54.9167,67.39,65,10,10.49,clear sky
486,Salina Cruz,MX,16.1667,-95.2,90.9,54,45,7.36,scattered clouds
487,Oranjestad,AW,12.524,-70.027,89.55,58,20,20.71,few clouds
488,Dali,CN,25.7,100.1833,64.38,78,18,5.44,few clouds
489,Nouadhibou,MR,20.931,-17.0347,69.78,73,74,20.71,broken clouds
490,Umea,SE,63.8284,20.2597,51.73,46,0,6.91,clear sky
491,Maturin,VE,9.75,-63.1767,83.91,69,62,8.28,broken clouds
492,Takanabe,JP,32.1333,131.5,68.47,84,100,7.4,overcast clouds
493,San Rafael Del Sur,NI,11.8485,-86.4384,92.37,39,55,13.94,broken clouds
494,Jalu,LY,29.0331,21.5482,97.52,13,0,10.02,clear sky
495,Icod De Los Vinos,ES,28.3724,-16.7119,71.15,68,14,6.85,few clouds
496,Waingapu,ID,-9.6567,120.2641,76.35,85,43,10.96,scattered clouds
497,Crixas,BR,-14.5489,-49.9692,93.65,29,30,9.15,scattered clouds
498,Guerrero Negro,MX,27.9769,-114.0611,64.94,60,12,14.25,few clouds
499,Abnub,EG,27.2696,31.1511,95.22,12,0,11.41,clear sky
500,Chissamba,AO,-12.1667,17.3333,63.46,34,0,1.68,clear sky
501,Lander,US,42.833,-108.7307,67.8,44,1,0.0,clear sky
502,Morristown,US,36.214,-83.2949,81.3,77,90,14.97,overcast clouds
503,Sijunjung,ID,-0.6876,100.9537,71.64,99,98,2.04,overcast clouds
504,Mildura,AU,-34.2,142.15,37.36,93,81,3.44,broken clouds
505,Ilave,PE,-16.0833,-69.6667,55.74,33,98,10.07,overcast clouds
506,Imeni Karla Libknekhta,RU,51.6232,35.4775,72.12,75,7,1.57,clear sky
507,Srednekolymsk,RU,67.45,153.6833,43.83,55,4,15.14,clear sky
508,Vanavara,RU,60.34,102.2797,44.58,93,100,4.94,light rain
509,Sinop,TR,41.7711,34.8709,59.61,90,99,5.44,overcast clouds
510,Port-Gentil,GA,-0.7193,8.7815,80.56,83,40,13.8,light rain
511,Gurh,IN,24.5167,81.5167,77.49,72,87,7.52,overcast clouds
512,Kungurtug,RU,50.5994,97.5228,39.0,92,36,2.1,scattered clouds
513,Tuatapere,NZ,-46.1333,167.6833,49.82,86,100,3.13,moderate rain
514,Batesville,US,35.7698,-91.641,77.85,72,20,10.0,few clouds
515,Pacific Grove,US,36.6177,-121.9166,70.02,89,90,1.99,overcast clouds
516,Ambilobe,MG,-13.2,49.05,73.04,83,30,2.37,scattered clouds
517,Labuhan,ID,-6.8844,112.2051,79.21,86,96,8.3,overcast clouds
518,Havoysund,NO,70.9963,24.6622,34.68,61,99,19.04,overcast clouds
519,Mocuba,MZ,-16.8392,36.9856,66.74,71,2,2.89,clear sky
520,Chupa,RU,66.27,33.0549,45.9,48,87,10.78,overcast clouds
521,Prince Rupert,CA,54.3161,-130.3201,48.29,84,75,5.75,light rain
522,Yugorsk,RU,61.3133,63.3319,50.0,68,72,1.1,broken clouds
523,Balad,IQ,34.0164,44.1453,94.8,9,0,11.12,clear sky
524,Teya,RU,60.3778,92.6267,34.95,97,100,9.06,light rain
525,Chapais,CA,49.7834,-74.8492,44.38,22,1,11.74,clear sky
526,Santa Cruz De Tenerife,ES,28.4682,-16.2546,71.82,68,40,11.01,scattered clouds
527,Druzhnaya Gorka,RU,59.2761,30.1425,56.48,74,83,6.49,broken clouds
528,Ajaccio,FR,42.0,8.9167,64.56,64,0,2.91,clear sky
529,Aksu,CN,41.1231,80.2644,81.55,14,32,4.79,scattered clouds
530,Dabra,IN,25.9,78.3333,86.97,53,84,15.32,broken clouds
531,Acari,PE,-15.4311,-74.6158,77.32,58,10,8.79,clear sky
532,Miyako,JP,39.6367,141.9525,54.88,94,100,0.65,overcast clouds
533,Sandpoint,US,48.2766,-116.5533,54.36,75,90,8.05,overcast clouds
534,Inongo,CD,-1.95,18.2667,77.31,63,57,1.32,broken clouds
535,Aras,ES,42.5617,-2.356,81.01,37,40,3.15,scattered clouds
536,Longyan,CN,25.1072,117.0225,74.32,96,100,1.39,overcast clouds
537,Oussouye,SN,12.485,-16.5469,96.98,42,0,14.2,clear sky
538,Port Hedland,AU,-20.3167,118.5667,73.45,53,88,8.05,overcast clouds
539,Fortuna,US,40.5982,-124.1573,62.65,95,90,6.91,overcast clouds
540,Hollister,US,36.8525,-121.4016,76.35,68,1,9.22,clear sky
541,Barra Do Corda,BR,-5.5,-45.25,88.5,44,67,3.96,broken clouds
542,Kruisfontein,ZA,-34.0033,24.7314,62.89,73,0,13.11,clear sky
543,Manggar,ID,-2.8833,108.2667,81.95,77,68,4.12,broken clouds
544,Nhulunbuy,AU,-12.2333,136.7667,75.81,73,40,11.5,scattered clouds
545,Cairns,AU,-16.9167,145.7667,66.15,82,90,3.44,overcast clouds
546,Ust-Omchug,RU,61.15,149.6333,36.37,98,100,6.04,light rain
547,Cayenne,GF,4.9333,-52.3333,83.08,80,75,4.0,broken clouds
548,Hambantota,LK,6.1241,81.1185,81.05,80,100,18.99,overcast clouds
549,Alta Floresta,BR,-9.8756,-56.0861,93.02,36,0,5.75,clear sky
550,Haikou,CN,20.0458,110.3417,80.73,94,0,8.5,clear sky
551,Soyo,AO,-6.1349,12.3689,82.45,82,47,11.56,scattered clouds
552,Ayagoz,KZ,47.9714,80.4392,53.82,49,0,14.63,clear sky
553,Bertoua,CM,4.5833,13.6833,76.26,80,87,3.38,overcast clouds
554,Ous,RU,60.9058,61.5186,50.94,59,47,4.03,scattered clouds
555,Hobyo,SO,5.3505,48.5268,80.1,79,71,18.97,broken clouds
556,Polis,CY,35.0367,32.4264,71.42,67,0,6.42,clear sky
557,Rosarito,MX,32.3333,-117.0333,73.67,69,23,6.64,few clouds
558,Drayton Valley,CA,53.2168,-114.9854,52.92,52,5,22.44,clear sky
559,Quang Ngai,VN,15.1167,108.8,79.21,91,90,4.72,overcast clouds
560,Cabedelo,BR,-6.9811,-34.8339,79.47,82,94,18.37,overcast clouds
561,Havelock,US,34.8791,-76.9013,95.05,71,20,10.0,few clouds
562,Lasa,IT,46.6166,10.7002,70.68,69,73,3.85,broken clouds
563,Rafai,CF,4.95,23.9167,77.85,67,90,0.34,overcast clouds
564,Resistencia,AR,-27.4606,-58.9839,86.09,72,81,11.83,light rain
565,Miltenberg,DE,49.7039,9.2644,65.35,57,98,1.01,overcast clouds
566,Trairi,BR,-3.2778,-39.2689,85.82,59,12,10.51,few clouds
567,Bandarbeyla,SO,9.4942,50.8122,79.74,84,38,25.39,scattered clouds
568,Zhuhai,CN,22.2769,113.5678,86.72,84,20,11.41,few clouds
569,Novoagansk,RU,61.9449,76.6625,38.01,60,55,3.83,broken clouds
570,Lompoc,US,34.6391,-120.4579,73.11,97,90,9.22,overcast clouds
571,Charcas,MX,23.1333,-101.1167,77.43,33,12,5.1,few clouds
572,Labrea,BR,-7.2586,-64.7981,94.44,40,57,2.55,broken clouds
573,Nenjiang,CN,49.1833,125.2167,50.72,62,59,3.2,broken clouds
574,Ahipara,NZ,-35.1667,173.1667,57.49,91,81,18.75,broken clouds
575,Mega,ET,4.05,38.3,59.41,80,56,7.09,broken clouds
576,La Asuncion,VE,11.0333,-63.8628,83.93,70,5,15.93,clear sky
577,San Luis,AR,-33.295,-66.3356,65.12,40,62,20.0,broken clouds
578,Sao Felix Do Xingu,BR,-6.6447,-51.995,91.26,36,37,3.62,scattered clouds
579,Chara,RU,56.9064,118.2631,46.08,85,100,3.65,overcast clouds
580,Nizwa,OM,22.9333,57.5333,93.81,14,3,8.39,clear sky
581,Mazamari,PE,-11.3258,-74.5308,84.94,55,32,3.06,scattered clouds
582,Pitimbu,BR,-7.4706,-34.8086,79.39,80,87,17.81,overcast clouds
583,Hlukhiv,UA,51.6782,33.9162,65.32,83,77,4.25,light rain
584,Hun,LY,29.1268,15.9477,102.7,9,54,10.58,broken clouds
585,Karasjok,NO,69.4719,25.5112,35.71,67,92,21.74,overcast clouds
586,El Sauzal,MX,31.9,-116.6833,65.41,74,13,7.34,few clouds
587,Yumen,CN,40.2833,97.2,71.98,18,0,13.89,clear sky
588,Semey,KZ,50.4111,80.2275,59.22,33,0,11.18,clear sky
589,Asheboro,US,35.7079,-79.8136,89.47,55,75,1.99,broken clouds
590,Griffith,US,41.5284,-87.4237,48.9,89,90,7.0,overcast clouds
591,Svetlogorsk,BY,52.6333,29.7333,60.62,85,99,7.47,overcast clouds
592,Laureles,US,26.1092,-97.4941,89.92,66,40,8.99,scattered clouds
593,Den Helder,NL,52.9599,4.7593,63.01,77,5,5.75,clear sky
594,Sault Sainte Marie,CA,46.5168,-84.3333,53.89,32,1,6.91,clear sky
595,Santa Barbara,US,34.7333,-120.0343,75.15,72,1,6.33,clear sky
596,Mana,GF,5.6592,-53.7767,79.43,89,99,9.1,overcast clouds
597,Bay City,US,43.5945,-83.8889,46.67,82,90,22.95,overcast clouds
598,Bubaque,GW,11.2833,-15.8333,79.32,75,19,12.95,few clouds
599,Zasheyek,RU,67.4066,32.5499,43.99,100,100,8.84,overcast clouds
600,Chernyshevskiy,RU,63.0128,112.4714,49.53,78,82,2.98,broken clouds
601,Paoua,CF,7.2427,16.4406,79.48,63,49,8.01,light rain
602,Neiafu,TO,-18.65,-173.9833,74.08,94,75,0.0,broken clouds
603,Riyadh,SA,24.6877,46.7219,104.05,8,0,8.05,clear sky
604,Khorinsk,RU,52.1657,109.7726,45.91,46,62,2.62,broken clouds
605,Coihueco,CL,-36.6167,-71.8333,56.14,77,75,5.86,broken clouds
606,Vigrestad,NO,58.5667,5.7,58.68,77,1,15.57,light rain
607,Kunming,CN,25.0389,102.7183,66.13,77,0,15.66,clear sky
608,Westport,US,41.1415,-73.3579,68.09,49,1,1.01,clear sky
609,Onega,RU,63.9061,38.1404,41.45,88,98,11.61,overcast clouds
610,Glazov,RU,58.1394,52.6584,57.43,90,89,6.22,overcast clouds
611,Kaeo,NZ,-35.1,173.7833,55.33,96,75,22.3,moderate rain
612,Sistranda,NO,63.7256,8.834,48.9,73,23,10.22,few clouds
613,Vostok,RU,46.4856,135.8833,40.96,95,100,3.36,overcast clouds
614,Praia,CV,14.9215,-23.5087,79.34,57,20,23.02,few clouds
615,Salalah,OM,17.0151,54.0924,86.09,79,75,5.75,broken clouds
616,Auki,SB,-8.7676,160.7034,75.94,88,99,3.04,overcast clouds
617,Teguise,ES,29.0605,-13.564,68.22,60,20,13.69,few clouds
618,Lishu,CN,43.3047,124.3278,51.96,85,100,4.72,overcast clouds
619,Lac Du Bonnet,CA,50.2536,-96.0612,59.76,28,7,10.4,clear sky
620,Kajaani,FI,64.2273,27.7285,48.25,46,0,11.5,clear sky
621,Potosi,BO,-19.5836,-65.7531,50.86,30,29,27.18,scattered clouds
622,Bousso,TD,10.4795,16.7117,93.96,31,47,7.45,scattered clouds
623,Kenora,CA,49.8167,-94.4337,54.57,32,1,12.66,clear sky
624,Otavi,NA,-19.65,17.3333,65.07,24,0,5.99,clear sky
625,Masuguru,TZ,-11.3667,38.4167,74.35,58,63,1.52,broken clouds
626,Jiuquan,CN,39.7432,98.5174,74.64,13,73,16.53,broken clouds
627,Turangi,NZ,-39.0,175.9333,39.43,96,100,3.27,light rain
628,Colares,PT,38.7992,-9.4469,80.28,47,20,17.58,few clouds
629,Agadir,MA,30.4202,-9.5982,70.25,72,100,7.18,overcast clouds
630,Amol,IR,36.4696,52.3507,74.52,62,5,6.44,clear sky
631,Kudahuvadhoo,MV,2.6708,72.8944,83.73,72,87,20.15,overcast clouds
632,Chiredzi,ZW,-21.05,31.6667,66.24,25,0,1.48,clear sky
633,Urumqi,CN,43.801,87.6005,72.55,41,0,1.68,moderate rain
634,Yerbogachen,RU,61.2767,108.0108,49.82,65,74,7.67,broken clouds
635,Hokitika,NZ,-42.7167,170.9667,48.61,84,100,8.59,overcast clouds
636,Kibala,TD,9.1104,18.3463,93.15,43,0,0.0,clear sky
637,Alyangula,AU,-13.8483,136.4192,64.27,100,44,10.76,scattered clouds
638,Borovskoy,KZ,53.8,64.15,63.39,41,0,5.01,clear sky
639,Nyurba,RU,63.2842,118.3319,50.25,65,68,4.68,broken clouds
640,Beloha,MG,-25.1667,45.05,65.98,80,0,5.61,clear sky
641,Port Pirie,AU,-33.1833,138.0167,53.69,67,100,7.36,overcast clouds
642,Iki-Burul,RU,45.8208,44.6472,71.94,59,38,9.4,scattered clouds
643,Saint-Francois,FR,46.4154,3.9054,71.04,40,0,6.91,clear sky
644,Gympie,AU,-26.1898,152.665,54.32,70,37,6.02,scattered clouds
645,Shache,CN,38.4167,77.2406,79.56,16,13,3.51,few clouds
646,Villarrica,PY,-25.75,-56.4333,91.44,34,63,16.4,broken clouds
647,Carlsbad,US,33.1581,-117.3506,79.09,68,1,3.0,clear sky
648,Lake Charles,US,30.2131,-93.2044,80.58,72,90,5.75,overcast clouds
649,Gravdal,NO,68.1214,13.5031,46.08,76,40,8.05,scattered clouds
650,Southampton,GB,50.904,-1.4043,66.06,64,20,4.61,few clouds
651,Zapolyarnyy,RU,69.4154,30.8136,34.88,63,100,22.35,light rain
652,Kiama,AU,-34.6833,150.8667,53.38,59,92,5.99,overcast clouds
653,Saint Anthony,US,45.0205,-93.218,56.17,46,1,3.0,clear sky
654,Fershampenuaz,RU,53.5202,59.8117,63.39,46,1,7.92,clear sky
655,Ikere,NG,7.4913,5.2322,81.07,71,96,4.25,overcast clouds
656,Demerval Lobao,BR,-5.3583,-42.6764,89.01,42,78,4.14,broken clouds
657,Norman Wells,CA,65.282,-126.8329,35.64,87,90,17.27,light rain
658,Bilibino,RU,68.0546,166.4372,35.47,75,36,2.08,scattered clouds
659,Balkhash,KZ,46.844,74.9804,72.88,30,11,18.19,few clouds
660,Tulum,MX,20.2167,-87.4667,89.65,56,17,7.85,few clouds
661,Marienburg,PL,54.0359,19.0266,55.89,81,87,6.35,overcast clouds
662,Port Blair,IN,11.6667,92.75,82.08,83,100,5.97,overcast clouds
663,Clarence Town,AU,-32.5833,151.7833,53.85,69,100,6.51,overcast clouds
664,Okha,RU,53.5739,142.9478,33.33,87,28,8.1,scattered clouds
665,Santa Cruz De La Palma,ES,28.6835,-17.7642,70.14,68,20,10.36,few clouds
666,Vardo,NO,70.3705,31.1107,35.8,93,75,23.02,broken clouds
667,Kilemary,RU,56.7783,46.8659,60.51,95,90,2.8,overcast clouds
668,Szczecinek,PL,53.7079,16.6994,57.34,64,80,9.55,broken clouds
669,Mesen,BE,50.7658,2.8976,69.46,57,98,1.99,overcast clouds
670,Tolaga Bay,NZ,-38.3667,178.3,49.62,83,1,4.56,heavy intensity rain
671,Fayaoue,NC,-20.65,166.5333,73.27,66,7,7.18,clear sky
672,Villa San Giovanni,IT,38.2276,15.6386,73.63,58,0,1.99,clear sky
673,San Lucas,MX,16.6,-92.7167,84.96,50,67,3.71,broken clouds
674,Loandjili,CG,-4.7561,11.8578,80.71,83,20,8.05,few clouds
675,Pella,RU,59.7775,30.8181,57.25,69,56,8.59,broken clouds
676,Ndola,ZM,-12.9587,28.6366,59.79,45,0,2.06,clear sky
677,Kharan,PK,28.5833,65.4167,94.37,10,3,11.21,clear sky
678,Baghmara,IN,23.795,86.2085,83.89,69,19,9.98,few clouds
679,Carbonia,IT,39.1672,8.5222,74.35,54,44,3.87,scattered clouds
680,Panacan,PH,9.2463,118.4082,80.85,81,82,2.46,broken clouds
681,Rock Sound,BS,24.9,-76.2,77.45,74,75,9.28,broken clouds
682,Biu,NG,10.6129,12.1946,90.73,31,76,6.44,broken clouds
683,Maltahohe,NA,-24.8333,16.9833,64.45,17,37,10.58,scattered clouds
684,Nacala,MZ,-14.5428,40.6728,69.53,82,11,3.98,few clouds
685,Xuddur,SO,4.1213,43.8894,76.87,67,100,13.67,overcast clouds
686,Batemans Bay,AU,-35.7167,150.1833,49.91,65,25,9.62,scattered clouds
687,Lixourion,GR,38.2019,20.4314,76.86,69,55,13.06,broken clouds
688,Alexandria,EG,31.2156,29.9553,73.36,73,40,11.5,scattered clouds
689,Hamilton,US,39.1834,-84.5333,71.2,93,90,1.01,overcast clouds
690,Severnoye,RU,56.3491,78.3619,42.35,71,71,6.46,broken clouds
691,Bereda,ES,43.2686,-7.5406,70.41,79,72,4.23,broken clouds
692,Devrek,TR,41.2192,31.9558,64.13,94,76,0.63,light rain
693,Gornopravdinsk,RU,60.05,69.9,48.56,73,98,3.96,overcast clouds
694,Borba,BR,-4.3878,-59.5939,93.94,41,94,2.46,overcast clouds
695,Olavarria,AR,-36.8927,-60.3225,59.77,51,25,15.01,scattered clouds
