City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Nakatsugawa,JP,2021-05-27 16:03:52,35.4833,137.5,63.1,97,100,0.92
279,Grindavik,IS,2021-05-27 16:03:53,63.8424,-22.4338,51.57,62,20,22.06
280,Taltal,CL,2021-05-27 16:01:51,-25.4,-70.4833,67.59,69,69,4.92
281,Tongren,CN,2021-05-27 16:00:25,27.7172,109.1853,69.82,87,98,2.62
282,Thunder Bay,CA,2021-05-27 16:00:29,48.4001,-89.3168,39.56,36,45,7.23
283,Kalmunai,LK,2021-05-27 16:03:54,7.4167,81.8167,82.83,70,34,4.38
284,Marawi,PH,2021-05-27 16:03:54,7.9986,124.2928,71.65,93,82,1.74
285,Mamallapuram,IN,2021-05-27 16:03:54,12.6264,80.1722,87.06,60,68,11.59
286,Altay,CN,2021-05-27 16:03:55,47.8667,88.1167,70.43,29,1,6.24
287,Eregli,TR,2021-05-27 16:03:55,37.5133,34.0467,66.09,57,80,9.82
288,Rapid City,US,2021-05-27 16:03:55,44.0805,-103.231,44.55,94,90,3.0
289,High Prairie,CA,2021-05-27 16:00:45,55.4334,-116.4858,54.7,82,100,5.32
290,Raymondville,US,2021-05-27 16:03:56,26.4815,-97.7831,88.02,62,12,16.37
291,Provideniya,RU,2021-05-27 16:03:56,64.3833,-173.3,39.76,57,92,8.99
292,Manaus,BR,2021-05-27 16:02:05,-3.1019,-60.025,88.3,70,40,4.61
293,Port-Gentil,GA,2021-05-27 16:03:57,-0.7193,8.7815,79.74,81,22,14.65
294,Vestmannaeyjar,IS,2021-05-27 16:03:57,63.4427,-20.2734,45.37,74,17,31.65
295,Hirara,JP,2021-05-27 16:03:57,24.8,125.2833,82.38,83,84,10.54
296,Tuxtepec,MX,2021-05-27 15:59:58,18.1,-96.1167,88.48,54,50,4.83
297,Arraial Do Cabo,BR,2021-05-27 16:03:58,-22.9661,-42.0278,73.13,80,89,3.49
298,Oranjemund,NA,2021-05-27 16:03:58,-28.55,16.4333,59.85,69,47,8.93
299,Gryazovets,RU,2021-05-27 16:03:59,58.88,40.2525,61.59,63,23,2.91
300,Belyy Yar,RU,2021-05-27 16:03:59,53.6039,91.3903,60.69,88,40,9.13
301,Kruisfontein,ZA,2021-05-27 16:03:59,-34.0033,24.7314,61.88,80,91,9.51
302,Byron Bay,AU,2021-05-27 15:59:29,-28.65,153.6167,56.88,89,8,10.11
303,Hanzhong,CN,2021-05-27 16:04:00,33.0728,107.0303,69.75,67,100,3.71
304,La Grande,US,2021-05-27 16:00:05,45.3246,-118.0877,65.98,50,45,11.01
305,Cidreira,BR,2021-05-27 16:04:00,-30.1811,-50.2056,68.4,48,1,11.03
306,Grimmen,DE,2021-05-27 16:04:00,54.1121,13.0405,56.91,82,99,2.37
307,Makakilo City,US,2021-05-27 16:01:53,21.3469,-158.0858,73.69,78,90,5.82
308,Yakeshi,CN,2021-05-27 16:04:01,49.2833,120.7333,43.45,80,87,2.75
309,Galdar,ES,2021-05-27 16:04:01,28.147,-15.6502,72.1,69,96,13.27
310,Gat,IL,2021-05-27 16:04:01,31.61,34.7642,85.41,38,0,8.79
311,Novyy Svit,UA,2021-05-27 16:04:02,47.8059,38.0211,69.42,58,35,8.03
312,Adur,IN,2021-05-27 16:04:02,9.1667,76.7333,74.84,93,42,2.64
313,Bonga,ET,2021-05-27 16:04:02,7.2833,36.2333,62.55,97,64,2.24
314,Shimoda,JP,2021-05-27 16:04:03,34.6667,138.95,64.17,88,100,21.09
315,Maurawan,IN,2021-05-27 16:04:03,26.4333,80.8833,78.84,71,97,11.61
316,Chongwe,ZM,2021-05-27 16:04:03,-15.3292,28.682,60.96,45,0,5.1
317,Vallenar,CL,2021-05-27 16:04:04,-28.5708,-70.7581,85.24,6,94,5.17
318,Karpogory,RU,2021-05-27 16:04:04,64.0019,44.4451,38.5,97,100,3.62
319,Altamira,BR,2021-05-27 16:04:05,-3.2033,-52.2064,92.34,42,19,2.77
320,Rorvik,NO,2021-05-27 16:04:05,64.8621,11.2373,58.98,71,20,16.11
321,Luena,AO,2021-05-27 16:04:06,-11.7833,19.9167,68.0,38,0,3.98
322,Meulaboh,ID,2021-05-27 16:04:06,4.1363,96.1285,78.75,84,99,4.21
323,Esperance,AU,2021-05-27 16:04:06,-33.8667,121.9,59.27,49,100,17.58
324,Chara,RU,2021-05-27 16:04:07,56.9064,118.2631,36.95,84,34,2.04
325,Dilla,ET,2021-05-27 16:04:07,6.41,38.31,65.95,86,100,3.6
326,Iqaluit,CA,2021-05-27 16:04:07,63.7506,-68.5145,32.7,69,96,8.01
327,Puerto Del Rosario,ES,2021-05-27 16:04:08,28.5004,-13.8627,73.15,60,20,18.41
328,Kalas,IN,2021-05-27 16:04:08,18.1667,74.8,83.34,54,98,17.38
329,Mapiri,BO,2021-05-27 16:04:08,-15.25,-68.1667,83.71,53,84,0.87
330,Rocha,UY,2021-05-27 16:04:09,-34.4833,-54.3333,66.36,53,26,11.65
331,Alto Lucero,MX,2021-05-27 16:04:09,19.6167,-96.7167,81.14,52,16,5.21
332,Beitbridge,ZW,2021-05-27 16:04:09,-22.2167,30.0,69.58,30,0,5.95
333,San Quintin,MX,2021-05-27 16:04:10,30.4833,-115.95,62.44,71,41,12.91
334,Port Hawkesbury,CA,2021-05-27 16:04:10,45.6169,-61.3485,67.12,82,75,8.05
335,Novouzensk,RU,2021-05-27 16:04:10,50.4592,48.1431,71.49,42,82,12.33
336,Lacaron,PH,2021-05-27 16:04:11,6.4489,125.5792,80.29,81,48,3.96
337,Krasnyy Yar,RU,2021-05-27 16:04:11,46.5331,48.3456,75.13,55,96,9.86
338,Rosarito,MX,2021-05-27 16:04:12,32.3333,-117.0333,65.28,71,20,5.59
339,Madaripur,BD,2021-05-27 16:04:12,23.1753,90.2072,82.31,84,100,14.58
340,Tiksi,RU,2021-05-27 16:04:12,71.6872,128.8694,33.73,97,99,5.59
341,Sergeyevka,KZ,2021-05-27 16:04:13,53.88,67.4158,54.34,60,14,6.87
342,Ambilobe,MG,2021-05-27 16:04:13,-13.2,49.05,74.89,78,70,2.55
343,Lavrentiya,RU,2021-05-27 16:04:13,65.5833,-171.0,30.79,83,46,8.7
344,Edea,CM,2021-05-27 16:04:14,3.8,10.1333,80.46,92,100,3.53
345,Crixas,BR,2021-05-27 16:04:14,-14.5489,-49.9692,93.51,26,5,6.42
346,Cayenne,GF,2021-05-27 16:04:14,4.9333,-52.3333,80.64,87,90,1.01
347,Bubaque,GW,2021-05-27 16:04:15,11.2833,-15.8333,79.12,74,33,10.38
348,Juneau,US,2021-05-27 16:04:15,58.3019,-134.4197,48.22,93,31,2.64
349,Biak,ID,2021-05-27 16:04:15,-0.9131,122.8766,76.86,85,32,6.6
350,Monte Azul,BR,2021-05-27 16:04:16,-15.155,-42.8747,92.08,26,49,3.91
351,Rock Sound,BS,2021-05-27 16:04:16,24.9,-76.2,76.98,69,28,9.44
352,Gama,ES,2021-05-27 16:04:16,42.748,-4.2068,76.39,41,100,3.09
353,Balangir,IN,2021-05-27 16:04:17,20.7167,83.4833,83.68,59,100,6.89
354,Ouegoa,NC,2021-05-27 16:04:17,-20.35,164.4333,68.13,68,77,1.95
355,Hervey Bay,AU,2021-05-27 16:04:17,-25.2986,152.8535,57.04,60,0,3.0
356,Great Falls,US,2021-05-27 16:04:18,47.5002,-111.3008,62.42,52,1,4.0
357,Calama,CL,2021-05-27 16:04:18,-22.4667,-68.9333,63.09,25,90,3.44
358,Kirkwood,US,2021-05-27 16:00:46,38.5834,-90.4068,82.76,72,100,1.01
359,Porto Murtinho,BR,2021-05-27 16:04:19,-21.6989,-57.8825,89.42,40,100,8.75
360,De Aar,ZA,2021-05-27 16:04:19,-30.6497,24.0123,64.49,29,96,14.9
361,Griffith,US,2021-05-27 16:04:16,41.5284,-87.4237,67.3,62,1,5.01
362,Tuensang,IN,2021-05-27 16:04:19,26.2833,94.8333,69.82,84,88,2.59
363,Yekaterinoslavka,RU,2021-05-27 16:04:20,50.3734,129.1139,46.11,87,32,5.08
364,Cururupu,BR,2021-05-27 16:02:22,-1.8283,-44.8683,90.07,48,73,5.7
365,Jamalpur,BD,2021-05-27 16:04:20,24.9167,89.9333,80.53,85,100,6.11
366,Murwara,IN,2021-05-27 16:04:20,23.85,80.4,82.98,60,100,13.89
367,Kavieng,PG,2021-05-27 16:04:21,-2.5744,150.7967,82.27,74,100,10.33
368,Praia Da Vitoria,PT,2021-05-27 16:04:21,38.7333,-27.0667,65.75,60,9,12.44
369,Nizhniy Tagil,RU,2021-05-27 16:04:21,57.9194,59.965,52.11,56,11,3.02
370,Dubbo,AU,2021-05-27 16:04:22,-32.25,148.6167,44.73,93,44,6.91
371,Gladstone,AU,2021-05-27 16:04:22,-23.85,151.25,60.73,36,0,9.22
372,San Vicente,AR,2021-05-27 16:04:22,-26.6167,-54.1333,76.78,38,50,3.36
373,Terrace,CA,2021-05-27 16:04:23,54.5163,-128.6035,48.42,80,100,1.66
374,Nanortalik,GL,2021-05-27 16:04:23,60.1432,-45.2371,43.83,68,7,8.01
375,Tres Lagoas,BR,2021-05-27 15:59:50,-20.7511,-51.6783,88.2,33,67,3.29
376,Klaksvik,FO,2021-05-27 16:04:24,62.2266,-6.589,50.92,80,75,15.28
377,Pizhma,RU,2021-05-27 16:04:24,57.8642,47.1171,59.27,74,100,4.74
378,Brigantine,US,2021-05-27 15:59:57,39.4101,-74.3646,81.16,72,5,6.73
379,Abu Kamal,SY,2021-05-27 16:04:24,34.4506,40.9171,97.77,11,0,6.31
380,Tocopilla,CL,2021-05-27 16:04:25,-22.092,-70.1979,71.85,61,100,3.83
381,Shar,KZ,2021-05-27 16:04:25,49.5886,81.0453,65.77,83,80,13.69
382,Alice Springs,AU,2021-05-27 16:01:15,-23.7,133.8833,38.75,70,23,7.18
383,Camacha,PT,2021-05-27 16:04:26,33.0833,-16.3333,71.53,56,20,13.8
384,Karema,TZ,2021-05-27 16:04:26,-6.8205,30.4389,72.75,72,5,4.38
385,Kushima,JP,2021-05-27 16:04:26,31.4583,131.2333,65.12,92,100,5.75
386,Ulladulla,AU,2021-05-27 16:04:27,-35.35,150.4667,50.88,73,5,7.43
387,Rio Gallegos,AR,2021-05-27 16:04:27,-51.6226,-69.2181,35.37,61,100,8.59
388,Chipinge,ZW,2021-05-27 16:04:27,-20.1883,32.6236,56.19,42,0,4.97
389,Luderitz,NA,2021-05-27 16:04:28,-26.6481,15.1594,63.36,66,34,10.96
390,Hofn,IS,2021-05-27 16:04:28,64.2539,-15.2082,43.88,72,17,11.07
391,North Platte,US,2021-05-27 16:04:28,41.1239,-100.7654,61.0,69,75,8.99
392,Nadym,RU,2021-05-27 16:04:29,65.5333,72.5167,39.0,52,56,11.48
393,Mont-Dore,NC,2021-05-27 16:04:29,-22.2833,166.5833,69.01,99,51,2.28
394,Acarau,BR,2021-05-27 16:04:30,-2.8856,-40.12,87.21,55,15,13.09
395,Chililabombwe,ZM,2021-05-27 16:04:30,-12.3648,27.8229,61.32,47,0,3.09
396,Piterka,RU,2021-05-27 16:04:30,50.6803,47.4454,70.92,45,93,11.03
397,Iguatemi,BR,2021-05-27 16:04:31,-23.6803,-54.5611,81.14,44,86,4.32
398,Male,MV,2021-05-27 16:03:06,4.1748,73.5089,83.16,77,98,20.69
399,Huarmey,PE,2021-05-27 16:04:31,-10.0681,-78.1522,70.92,80,58,8.43
400,Batagay-Alyta,RU,2021-05-27 16:04:31,67.8006,130.4114,49.96,53,100,5.08
401,Nola,IT,2021-05-27 16:04:32,40.922,14.5329,71.71,65,6,8.01
402,Luau,AO,2021-05-27 16:04:32,-10.7073,22.2247,70.48,39,22,3.69
403,Clyde River,CA,2021-05-27 16:04:32,70.4692,-68.5914,25.03,100,90,31.07
404,Chapais,CA,2021-05-27 16:04:33,49.7834,-74.8492,35.38,45,100,15.61
405,Teguise,ES,2021-05-27 16:04:33,29.0605,-13.564,68.22,60,75,14.32
406,Igualada,ES,2021-05-27 16:04:33,41.581,1.6172,79.14,64,50,11.01
407,Kenai,US,2021-05-27 16:04:34,60.5544,-151.2583,45.14,87,75,20.71
408,Nome,US,2021-05-27 16:04:34,64.5011,-165.4064,48.51,47,3,4.16
409,Halifax,CA,2021-05-27 16:03:35,44.6453,-63.5724,62.69,97,90,1.01
410,Kuliyapitiya,LK,2021-05-27 16:04:34,7.4688,80.0401,83.88,93,87,7.9
411,Carutapera,BR,2021-05-27 16:04:35,-1.195,-46.02,89.69,53,41,6.73
412,Lahad Datu,MY,2021-05-27 16:04:36,5.0268,118.327,78.8,85,36,1.72
413,Ulaanbaatar,MN,2021-05-27 16:04:36,47.9077,106.8832,41.13,70,75,3.53
414,Akyab,MM,2021-05-27 16:04:36,20.15,92.9,84.11,82,14,9.73
415,Mikuni,JP,2021-05-27 16:04:37,36.2171,136.1519,62.44,89,37,12.17
416,Crato,BR,2021-05-27 16:02:48,-7.2342,-39.4094,88.72,36,8,9.51
417,Hurghada,EG,2021-05-27 16:04:37,27.2574,33.8129,89.33,33,0,11.34
418,Margaritas,MX,2021-05-27 16:04:38,20.4538,-102.4739,85.08,30,77,2.3
419,Harper,LR,2021-05-27 16:04:38,4.375,-7.7169,84.38,69,66,8.48
420,Kisangani,CD,2021-05-27 16:04:39,0.5167,25.2,73.83,94,99,4.85
421,Watsa,CD,2021-05-27 16:04:39,3.0372,29.5355,69.62,93,98,0.54
422,Kerteminde,DK,2021-05-27 16:04:39,55.449,10.6577,56.32,78,44,17.98
423,Guerrero Negro,MX,2021-05-27 16:04:40,27.9769,-114.0611,64.65,70,76,17.18
424,Talcahuano,CL,2021-05-27 16:04:40,-36.7167,-73.1167,56.88,100,90,9.22
425,Itaituba,BR,2021-05-27 16:04:40,-4.2761,-55.9836,95.07,37,24,2.71
426,Havoysund,NO,2021-05-27 16:04:41,70.9963,24.6622,41.23,88,97,30.74
427,Havre-Saint-Pierre,CA,2021-05-27 16:04:41,50.2334,-63.5986,46.96,57,63,31.88
428,Salinopolis,BR,2021-05-27 16:04:41,-0.6136,-47.3561,86.67,62,67,8.1
429,Manica,FR,2021-05-27 16:04:42,49.0,-1.1667,63.81,52,48,3.98
430,Jizan,SA,2021-05-27 16:04:42,17.3333,42.6667,92.44,40,5,8.14
431,Porto Walter,BR,2021-05-27 16:04:42,-8.2686,-72.7439,90.05,49,8,1.03
432,Poum,NC,2021-05-27 16:04:43,-20.2333,164.0167,71.89,68,82,4.41
433,Aviles,ES,2021-05-27 16:04:43,43.5547,-5.9248,67.17,73,0,5.99
434,Talnakh,RU,2021-05-27 16:04:44,69.4865,88.3972,16.72,93,6,3.78
435,Hannibal,US,2021-05-27 16:04:44,39.7084,-91.3585,72.32,83,90,4.61
436,Kakrala,IN,2021-05-27 16:04:44,27.9,79.2,94.46,27,36,8.66
437,Piacabucu,BR,2021-05-27 16:04:45,-10.4056,-36.4344,81.55,63,28,12.24
438,Jaciara,BR,2021-05-27 16:04:45,-15.9653,-54.9683,94.32,32,0,2.82
439,Catuday,PH,2021-05-27 16:04:45,16.2923,119.8062,83.91,72,45,7.34
440,Sinnamary,GF,2021-05-27 16:04:46,5.3833,-52.95,75.47,96,100,6.69
441,Kuching,MY,2021-05-27 16:04:46,1.55,110.3333,80.82,89,20,2.3
442,Vereshchagino,RU,2021-05-27 16:04:46,58.0789,54.6557,53.85,62,34,3.62
443,Port Hardy,CA,2021-05-27 16:00:10,50.6996,-127.4199,46.35,93,100,6.98
444,Ahipara,NZ,2021-05-27 16:04:47,-35.1667,173.1667,52.97,82,74,7.56
445,Carnot,CF,2021-05-27 16:04:47,4.9409,15.8665,77.32,86,91,3.78
446,Udachnyy,RU,2021-05-27 16:04:48,66.4167,112.4,48.54,69,84,9.73
447,Tagbac,PH,2021-05-27 16:04:48,7.089,125.1567,72.07,91,19,0.85
448,Worland,US,2021-05-27 16:01:19,44.0169,-107.9554,60.67,70,6,3.0
449,Mangai,CD,2021-05-27 16:04:48,-4.05,19.5333,81.97,48,99,1.9
450,Beni Suef,EG,2021-05-27 16:04:49,29.0731,31.0979,98.06,13,0,11.99
451,Chimbote,PE,2021-05-27 16:04:49,-9.0853,-78.5783,69.33,82,91,6.62
452,Jumla,NP,2021-05-27 16:04:49,29.2747,82.1838,60.1,83,99,4.14
453,Bud,US,2021-05-27 16:04:50,39.447,-86.1758,77.31,83,99,6.42
454,Shibata,JP,2021-05-27 16:04:50,37.95,139.3333,64.08,94,100,16.89
455,Necochea,AR,2021-05-27 16:04:50,-38.5473,-58.7368,70.03,49,82,17.36
456,Katesh,TZ,2021-05-27 16:04:51,-4.5167,35.3833,64.17,59,56,4.18
457,Bathsheba,BB,2021-05-27 16:04:40,13.2167,-59.5167,82.89,67,98,18.79
458,Vostok,RU,2021-05-27 16:04:50,46.4856,135.8833,43.97,85,100,3.24
459,Bukama,CD,2021-05-27 16:04:51,-9.2,25.85,76.05,40,2,2.1
460,Tangzhai,CN,2021-05-27 16:04:52,34.4328,116.5911,76.41,60,8,13.73
461,Cam Ranh,VN,2021-05-27 16:04:52,11.9214,109.1591,82.36,78,20,7.16
462,Salinas,US,2021-05-27 16:01:26,36.6777,-121.6555,61.65,69,40,5.75
463,Mabaruma,GY,2021-05-27 16:04:52,8.2,-59.7833,75.63,96,100,2.08
464,Esso,RU,2021-05-27 16:04:53,55.9333,158.7,35.46,98,100,3.83
465,Durazno,UY,2021-05-27 16:04:53,-33.4131,-56.5006,65.66,60,0,9.22
466,Mahanoro,MG,2021-05-27 16:04:53,-19.9,48.8,71.08,82,0,2.84
467,Tabas,IR,2021-05-27 16:04:54,33.5959,56.9244,88.5,18,16,13.62
468,Jawhar,SO,2021-05-27 16:04:54,2.7809,45.5005,78.37,69,87,13.38
469,Punta De Piedra,VE,2021-05-27 16:04:54,7.6176,-71.4916,73.83,97,100,1.3
470,Brownsville,US,2021-05-27 16:00:07,25.9018,-97.4975,87.01,74,40,14.97
471,Chuguyevka,RU,2021-05-27 16:04:55,44.1653,133.8633,46.67,95,100,1.45
472,Qui Nhon,VN,2021-05-27 16:04:56,13.7667,109.2333,80.94,88,12,10.74
473,Taseyevo,RU,2021-05-27 16:04:56,57.2169,94.8978,52.48,64,100,10.58
474,Pangody,RU,2021-05-27 16:04:56,65.85,74.4859,38.84,45,100,14.56
475,Te Anau,NZ,2021-05-27 16:04:57,-45.4167,167.7167,42.4,96,100,2.75
476,Powell River,CA,2021-05-27 16:00:07,49.8496,-124.5361,57.99,87,75,12.66
477,Sorland,NO,2021-05-27 16:04:57,67.667,12.6934,44.67,79,36,13.87
478,Anadyr,RU,2021-05-27 16:04:57,64.75,177.4833,33.01,100,100,11.01
479,Tanout,NE,2021-05-27 16:04:58,14.9709,8.8879,102.63,3,0,11.32
480,Capelinha,BR,2021-05-27 16:04:58,-17.6914,-42.5158,83.12,43,51,2.73
481,Kloulklubed,PW,2021-05-27 16:04:12,7.0419,134.2556,79.3,78,44,12.44
482,Mahon,ES,2021-05-27 16:04:58,39.8885,4.2658,66.76,68,0,8.05
483,Denpasar,ID,2021-05-27 16:00:25,-8.65,115.2167,80.26,94,40,7.87
484,Yei,SS,2021-05-27 16:04:59,4.095,30.6779,72.12,85,58,2.33
485,Isangel,VU,2021-05-27 16:04:59,-19.55,169.2667,68.81,68,54,3.36
486,Tessalit,ML,2021-05-27 16:02:10,20.1986,1.0114,108.3,3,4,17.94
487,Luwuk,ID,2021-05-27 16:05:00,-0.9516,122.7875,77.5,88,25,5.06
488,Makurdi,NG,2021-05-27 16:05:00,7.7411,8.5121,95.76,40,88,2.86
489,Sao Jose Da Coroa Grande,BR,2021-05-27 16:05:01,-8.8978,-35.1478,80.98,70,41,14.47
490,Kipushi,CD,2021-05-27 16:05:01,-11.7667,27.2333,60.6,47,0,2.77
491,Pak Phanang,TH,2021-05-27 16:05:01,8.3511,100.202,78.35,80,100,8.05
492,Peace River,CA,2021-05-27 16:01:03,56.2501,-117.286,53.91,100,90,3.11
493,Hay River,CA,2021-05-27 16:00:35,60.8156,-115.7999,48.54,70,81,6.69
494,Lompoc,US,2021-05-27 16:00:05,34.6391,-120.4579,55.92,82,90,0.0
495,Tatawin,TN,2021-05-27 16:05:02,32.9297,10.4518,96.26,18,65,19.06
496,Belaya Gora,RU,2021-05-27 16:05:03,68.5333,146.4167,51.12,57,54,7.02
497,Trairi,BR,2021-05-27 16:00:07,-3.2778,-39.2689,86.16,57,6,11.3
498,Pedasi,PA,2021-05-27 16:05:04,7.5333,-80.0333,83.08,74,43,11.27
499,Qaqortoq,GL,2021-05-27 16:05:04,60.7167,-46.0333,57.7,51,0,6.4
500,Wukari,NG,2021-05-27 16:05:04,7.85,9.7833,97.07,35,100,4.34
501,Yumen,CN,2021-05-27 16:05:05,40.2833,97.2,72.82,14,100,10.85
502,Sokolo,ML,2021-05-27 16:05:05,14.7328,-6.1219,107.71,13,78,6.89
503,Merauke,ID,2021-05-27 16:00:40,-8.4667,140.3333,74.97,88,63,12.37
504,Sorada,IN,2021-05-27 16:05:06,19.75,84.4333,84.99,57,100,1.95
505,Tsaratanana,MG,2021-05-27 16:05:06,-16.7833,47.65,71.31,55,10,3.56
506,Devonport,AU,2021-05-27 16:05:06,-41.1667,146.35,45.01,62,24,8.63
507,Cap Malheureux,MU,2021-05-27 16:05:07,-19.9842,57.6142,75.47,75,8,1.99
508,Poiana,RO,2021-05-27 16:05:07,44.5667,25.6833,75.52,66,89,5.57
509,Tual,ID,2021-05-27 16:05:07,-5.6667,132.75,81.54,78,47,22.44
510,Kjollefjord,NO,2021-05-27 16:05:08,70.9457,27.3465,41.05,81,75,30.42
511,Persianovskiy,RU,2021-05-27 16:05:08,47.5137,40.1075,75.72,53,0,6.69
512,Aykhal,RU,2021-05-27 16:05:08,66.0,111.5,45.03,73,49,8.39
513,Neryungri,RU,2021-05-27 16:05:09,56.6709,124.6491,39.27,95,100,3.56
514,Mehamn,NO,2021-05-27 16:05:09,71.0357,27.8492,41.18,81,75,25.32
515,Mount Isa,AU,2021-05-27 16:05:09,-20.7333,139.5,60.57,29,0,11.5
516,Yatou,CN,2021-05-27 16:05:10,37.15,122.3833,63.64,82,65,17.52
517,Kandi,BJ,2021-05-27 16:05:10,11.1342,2.9386,97.32,27,95,3.6
518,Kawalu,ID,2021-05-27 16:05:10,-7.3817,108.2082,72.63,96,81,0.76
519,Alamos,MX,2021-05-27 16:05:11,27.0167,-108.9333,90.48,17,46,1.39
520,Rutana,BI,2021-05-27 16:05:11,-3.8667,30.1,60.96,81,80,2.46
521,Dalby,AU,2021-05-27 16:05:11,-27.1833,151.2667,47.53,53,0,7.38
522,College,US,2021-05-27 16:05:12,64.8569,-147.8028,56.39,66,90,0.0
523,Olen,BE,2021-05-27 16:05:12,51.1333,4.8333,58.57,75,77,13.29
524,Cairns,AU,2021-05-27 16:05:12,-16.9167,145.7667,64.35,77,78,6.91
525,Lakatoro,VU,2021-05-27 16:05:13,-16.0999,167.4164,73.81,58,91,3.96
526,Kirakira,SB,2021-05-27 16:05:13,-10.4544,161.9205,75.25,80,80,7.49
527,Bac Lieu,VN,2021-05-27 16:05:13,9.285,105.7244,78.51,86,93,6.38
528,Wad Madani,SD,2021-05-27 16:05:14,14.4012,33.5199,104.52,9,45,11.18
529,Bonthe,SL,2021-05-27 16:05:14,7.5264,-12.505,86.68,65,32,10.65
530,Piranshahr,IR,2021-05-27 16:05:14,36.701,45.1413,67.26,34,0,5.99
531,Miri,MY,2021-05-27 16:05:15,4.4148,114.0089,80.35,84,88,3.53
532,Noumea,NC,2021-05-27 16:05:15,-22.2763,166.4572,69.01,99,57,3.27
533,Xiaolingwei,CN,2021-05-27 16:05:15,32.0333,118.85,74.86,82,100,10.2
534,Huejuquilla El Alto,MX,2021-05-27 16:05:16,22.6,-103.8667,80.33,23,6,3.96
535,Lerwick,GB,2021-05-27 16:04:45,60.1545,-1.1494,48.2,81,48,11.81
536,Hatillo,PR,2021-05-27 16:05:16,18.4863,-66.8254,87.66,69,28,14.45
537,Healdsburg,US,2021-05-27 16:03:48,38.6105,-122.8692,70.3,64,1,5.1
538,Belmonte,BR,2021-05-27 16:05:17,-15.8631,-38.8828,84.7,62,60,7.18
539,Kurdzhinovo,RU,2021-05-27 16:05:17,43.9884,40.9552,59.5,89,84,2.73
540,Impfondo,CG,2021-05-27 16:05:18,1.6381,18.0667,74.44,94,96,5.55
541,Bullhead City,US,2021-05-27 16:01:28,35.1478,-114.5683,89.71,14,1,5.75
542,Seryshevo,RU,2021-05-27 16:05:18,51.0933,128.3786,48.13,80,98,5.23
543,Samarai,PG,2021-05-27 16:05:18,-10.6167,150.6667,78.73,72,100,17.02
544,Manokwari,ID,2021-05-27 16:05:19,-0.8667,134.0833,78.28,80,32,3.76
545,Ibra,OM,2021-05-27 16:05:19,22.6906,58.5334,98.2,14,30,7.0
546,Lagos,NG,2021-05-27 16:05:19,6.5833,3.75,87.33,65,47,9.51
547,Evensk,RU,2021-05-27 16:05:19,61.95,159.2333,36.79,88,99,11.74
548,Saint-Leu,RE,2021-05-27 16:05:20,-21.15,55.2833,74.26,79,15,5.86
549,Galle,LK,2021-05-27 16:05:20,6.0367,80.217,81.07,84,98,19.08
550,Leo,BF,2021-05-27 16:05:21,11.1,-2.1,100.71,25,41,5.1
551,Mae Sai,TH,2021-05-27 16:04:10,20.4335,99.8762,81.45,77,59,1.36
552,Khash,IR,2021-05-27 16:05:21,28.2211,61.2158,85.89,10,0,13.11
553,Raudeberg,NO,2021-05-27 16:05:21,61.9875,5.1352,65.8,82,24,25.46
554,Mayumba,GA,2021-05-27 16:05:22,-3.432,10.6554,79.45,80,97,8.57
555,Walvis Bay,NA,2021-05-27 16:03:16,-22.9575,14.5053,65.08,54,6,15.32
556,Egvekinot,RU,2021-05-27 16:05:22,66.3167,-179.1667,30.29,66,100,9.13
557,Uyuni,BO,2021-05-27 16:05:23,-20.4597,-66.825,51.17,42,100,10.96
